name,position,wins,games,total_games,winRate,pickRate,championId,championName,versionIndex,version,hp,hpperlevel,mp,mpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,mpregen,mpregenperlevel,crit,critperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed,hp_18,mp_18,armor_18,spellblock_18,hpregen_18,mpregen_18,crit_18,attackdamage_18,attackspeed_18
이블린,J,168,355,26558,0.473239437,0.01336697,28,Evelynn,11.23,11.23.409.111,572,84,315,42,335,37,3.5,32.1,1.25,125,8.5,0.75,8.11,0.6,0,0,61,3,2.1,0.667,2000,1029,96.5,53.35,21.25,18.31,0,112,0.9051
올라프,J,79,167,26558,0.473053892,0.006288124,2,Olaf,11.23,11.23.409.111,575,100,316,42,350,35,3,32,1.25,125,8.5,0.9,7.5,0.6,0,0,68,3.5,2.7,0.694,2275,1030,86,53.25,23.8,17.7,0,127.5,1.0125
렝가,J,61,129,26558,0.472868217,0.004857293,107,Rengar,11.23,11.23.409.111,585,90,4,0,345,34,3,32,1.25,125,7,0.5,0,0,0,0,68,3,3,0.667,2115,4,85,53.25,15.5,0,0,119,1.0072
제드,J,118,251,26558,0.470119522,0.009451013,238,Zed,11.23,11.23.409.111,584,85,200,0,345,32,3.5,32,1.25,125,7,0.65,50,0,0,0,63,3.4,3.3,0.651,2029,200,91.5,53.25,18.05,50,0,120.8,1.0162
그라가스,J,143,305,26558,0.468852459,0.011484299,79,Gragas,11.23,11.23.409.111,600,95,400,47,330,38,3.6,32,1.25,125,5.5,0.5,6,0.8,0,0,64,3.5,2.05,0.675,2215,1199,99.2,53.25,14,19.6,0,123.5,0.9102
녹턴,J,126,269,26558,0.468401487,0.010128775,56,Nocturne,11.23,11.23.409.111,585,85,275,35,345,38,3.5,32,0.75,125,7,0.75,7,0.45,0,0,62,3.1,2.7,0.721,2030,870,97.5,44.75,19.75,14.65,0,114.7,1.0519
릴리아,J,162,357,26558,0.453781513,0.013442277,876,Lillia,11.23,11.23.409.111,580,90,410,50,330,22,4,32,0.75,325,2.5,0.55,11.5,0.95,0,0,61,3.1,2.7,0.625,2110,1260,90,44.75,11.85,27.65,0,113.7,0.9119
다이애나,J,162,360,26558,0.45,0.013555238,131,Diana,11.23,11.23.409.111,570,95,375,25,345,31,3.1,32,1.25,150,6.5,0.85,8,0.8,0,0,57,3,2.25,0.625,2185,800,83.7,53.25,20.95,21.6,0,108,0.8641
키아나,J,163,365,26558,0.446575342,0.013743505,246,Qiyana,11.23,11.23.409.111,520,110,320,50,335,28,3.5,32,1.25,150,7.5,0.9,8,0.7,0,0,66,3.1,2.1,0.688,2390,1170,87.5,53.25,22.8,19.9,0,118.7,0.9336
벨코즈,A,35,62,26952,0.564516129,0.002300386,161,Velkoz,11.23,11.23.409.111,520,88,469,21,340,22,3.5,30,0.5,525,5.5,0.55,8,0.8,0,0,55,3.1416,1.36,0.625,2016,826,81.5,38.5,14.85,21.6,0,108.4072,0.7695
드레이븐,A,247,454,26952,0.544052863,0.016844761,119,Draven,11.23,11.23.409.111,605,90,360.56,39,330,29,3.3,30,0.5,550,3.75,0.7,8.04,0.65,0,0,60,3.61,2.7,0.679,2135,1023.56,85.1,38.5,15.65,19.09,0,121.37,0.9907
야스오,A,119,221,26952,0.538461538,0.008199763,157,Yasuo,11.23,11.23.409.111,490,87,100,0,345,30,3.4,32,1.25,175,6.5,0.9,0,0,0,0,60,3,3.5,0.697,1969,100,87.8,53.25,21.8,0,0,111,1.1117
스웨인,A,60,112,26952,0.535714286,0.004155536,50,Swain,11.23,11.23.409.111,525,85,468,28.5,325,23,4,30,0.5,525,7,0.65,8,0.8,0,0,58,2.7,2.11,0.625,1970,952.5,91,38.5,18.05,21.6,0,103.9,0.8492
하이머딩거,A,32,60,26952,0.533333333,0.00222618,74,Heimerdinger,11.23,11.23.409.111,488,87,385,20,340,19,3,30,0.5,550,7,0.55,8,0.8,0,0,56,2.7,1.36,0.625,1967,725,70,38.5,16.35,21.6,0,101.9,0.7695
바루스,A,91,171,26952,0.532163743,0.006344613,110,Varus,11.23,11.23.409.111,530,91,360,40,330,27,3.4,30,0.5,575,3.5,0.55,8,0.8,0,0,59,3.4,4,0.658,2077,1040,84.8,38.5,12.85,21.6,0,116.8,1.1054
코그모,A,103,197,26952,0.52284264,0.007309291,96,KogMaw,11.23,11.23.409.111,565,85,325,40,330,24,3.25,30,0.5,500,3.75,0.55,8.75,0.7,0,0,61,3.11,2.65,0.665,2010,1005,79.25,38.5,13.1,20.65,0,113.87,0.9646
징크스,A,1591,3050,26952,0.521639344,0.113164144,222,Jinx,11.23,11.23.409.111,610,86,245,45,325,26,3.5,30,0.5,525,3.75,0.5,6.7,1,0,0,57,3.4,1,0.625,2072,1010,85.5,38.5,12.25,23.7,0,114.8,0.7312
베인,A,636,1223,26952,0.520032706,0.045376966,67,Vayne,11.23,11.23.409.111,515,89,231.8,35,330,23,3.4,30,0.5,550,3.5,0.55,6.97,0.4,0,0,60,2.36,3.3,0.658,2028,826.8,80.8,38.5,12.85,13.77,0,100.12,1.0271
직스,A,261,505,26952,0.516831683,0.018737014,115,Ziggs,11.23,11.23.409.111,536,92,480,23.5,325,22,3.3,30,0.5,550,6.5,0.6,8,0.8,0,0,54,3.1,2,0.656,2100,879.5,78.1,38.5,16.7,21.6,0,106.7,0.879
제라스,A,68,133,26952,0.511278195,0.004934699,101,Xerath,11.23,11.23.409.111,526,92,459,22,340,22,3.5,30,0.5,525,5.5,0.55,8,0.8,0,0,55,3,1.36,0.625,2090,833,81.5,38.5,14.85,21.6,0,106,0.7695
세나,A,26,51,26952,0.509803922,0.001892253,235,Senna,11.23,11.23.409.111,520,75,350,45,330,28,3.5,30,0.5,600,3.5,0.55,11.5,0.4,0,0,50,0,4,0.625,1795,1115,87.5,38.5,12.85,18.3,0,50,1.05
케이틀린,A,1374,2697,26952,0.50945495,0.100066785,51,Caitlyn,11.23,11.23.409.111,510,93,315,35,325,28,3.5,30,0.5,650,3.5,0.55,7.4,0.55,0,0,62,3.8,4,0.681,2091,910,87.5,38.5,12.85,16.75,0,126.6,1.1441
시비르,A,68,135,26952,0.503703704,0.005008905,15,Sivir,11.23,11.23.409.111,562,90,325,50,335,26,3.25,30,0.5,500,3.25,0.55,8,0.9,0,0,63,3,1.6,0.625,2092,1175,81.25,38.5,12.6,23.3,0,114,0.795
이즈리얼,A,1363,2710,26952,0.50295203,0.100549124,81,Ezreal,11.23,11.23.409.111,530,88,375,70,325,24,3.5,30,0.5,550,4,0.65,8.5,0.65,0,0,60,2.5,2.5,0.625,2026,1565,83.5,38.5,15.05,19.55,0,102.5,0.8906
진,A,2167,4327,26952,0.500808875,0.160544672,202,Jhin,11.23,11.23.409.111,585,93,300,50,330,24,3.5,30,0.5,550,3.75,0.55,6,0.8,0,0,59,4.7,0,0.625,2166,1150,83.5,38.5,13.1,19.6,0,138.9,0.625
카서스,A,26,52,26952,0.5,0.001929356,30,Karthus,11.23,11.23.409.111,550,87,467,30.5,335,18,3.5,30,0.5,450,6.5,0.55,8,0.8,0,0,46,3.25,2.11,0.625,2029,985.5,77.5,38.5,15.85,21.6,0,101.25,0.8492
자야,A,526,1067,26952,0.492970947,0.039588899,498,Xayah,11.23,11.23.409.111,590,88,340,40,330,25,3,30,0.5,525,3.25,0.75,8.25,0.75,0,0,60,3.5,3.9,0.625,2086,1020,76,38.5,16,21,0,119.5,1.0394
애쉬,A,361,735,26952,0.491156463,0.027270703,22,Ashe,11.23,11.23.409.111,570,87,280,32,325,26,3.4,30,0.5,600,3.5,0.55,6.97,0.4,0,0,59,2.96,3.33,0.658,2049,824,83.8,38.5,12.85,13.77,0,109.32,1.0305
트위치,A,152,310,26952,0.490322581,0.011501929,29,Twitch,11.23,11.23.409.111,612,86,287.2,40,330,27,3,30,0.5,550,3.75,0.6,7.26,0.45,0,0,59,3.11,3.38,0.679,2074,967.2,78,38.5,13.95,14.91,0,111.87,1.0692
킨드레드,A,25,51,26952,0.490196078,0.001892253,203,Kindred,11.23,11.23.409.111,540,85,300,35,325,29,3.5,30,0.5,500,7,0.55,7,0.4,0,0,65,2.5,3.5,0.625,1985,895,88.5,38.5,16.35,13.8,0,107.5,0.9969
미스 포츈,A,483,1001,26952,0.482517483,0.037140101,21,MissFortune,11.23,11.23.409.111,570,93,300,35,325,28,3,30,0.5,550,3.75,0.65,8.04,0.65,0,0,52,2.7,3,0.656,2151,895,79,38.5,14.8,19.09,0,97.9,0.9906
사미라,A,514,1077,26952,0.477251625,0.039959929,360,Samira,11.23,11.23.409.111,530,88,348.88,38,335,26,3,30,0.5,500,3.25,0.55,8.18,0.7,0,0,57,3,3.3,0.658,2026,994.88,77,38.5,12.6,20.08,0,108,1.0271
세라핀,A,29,61,26952,0.475409836,0.002263283,147,Seraphine,11.23,11.23.409.111,500,90,440,40,325,19,3,30,0.5,525,6.5,0.6,8,1,0,0,55,3,1,0.669,2030,1120,70,38.5,16.7,25,0,106,0.7827
아펠리오스,A,970,2056,26952,0.471789883,0.076283764,523,Aphelios,11.23,11.23.409.111,530,88,348,42,325,28,3,30,0.5,550,3.25,0.55,6.5,0.4,0,0,55,3,2.1,0.64,2026,1062,79,38.5,12.6,13.3,0,106,0.8685
카이사,A,637,1354,26952,0.470457903,0.050237459,145,Kaisa,11.23,11.23.409.111,600,88,344.88,38,335,28,3,30,0.5,525,3.5,0.55,8.2,0.45,0,0,59,2,1.8,0.644,2096,990.88,79,38.5,12.85,15.85,0,93,0.8411
트리스타나,A,123,262,26952,0.469465649,0.009720985,18,Tristana,11.23,11.23.409.111,559,88,250,32,325,26,3,30,0.5,525,3.75,0.65,7.2,0.45,0,0,59,3.3,1.5,0.656,2055,794,77,38.5,14.8,14.85,0,115.1,0.8233
루시안,A,874,1877,26952,0.465636654,0.069642327,236,Lucian,11.23,11.23.409.111,571,86,348.88,38,335,28,3,30,0.5,500,3.75,0.65,8.18,0.7,0,0,62,2.3,3.3,0.638,2033,994.88,79,38.5,14.8,20.08,0,101.1,0.9959
칼리스타,A,132,289,26952,0.456747405,0.010722766,429,Kalista,11.23,11.23.409.111,534,100,250,45,325,21,4,30,0.5,525,3.75,0.55,6.3,0.4,0,0,69,3.5,4,0.694,2234,1015,89,38.5,13.1,13.1,0,128.5,1.1659
카시오페아,A,44,103,26952,0.427184466,0.003821609,69,Cassiopeia,11.23,11.23.409.111,560,90,350,60,328,18,3.5,32,0.5,550,5.5,0.5,8,0.8,0,0,53,3,1.5,0.647,2090,1370,77.5,40.5,14,21.6,0,104,0.812
