name,position,wins,games,total_games,winRate,pickRate,championId,championName,versionIndex,version,hp,hpperlevel,mp,mpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,mpregen,mpregenperlevel,crit,critperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed,hp_18,mp_18,armor_18,spellblock_18,hpregen_18,mpregen_18,crit_18,attackdamage_18,attackspeed_18
피즈,S,28,70,141377,0.4,0.00049513,105,Fizz,11.23,11.23.409.111,570,98,317,37,335,22,3.4,32,1.25,175,8,0.7,6,0.8,0,0,58,3,3.1,0.658,2236,946,79.8,53.25,19.9,19.6,0,109,1.0048
가렌,S,28,71,141377,0.394366197,0.000502203,86,Garen,11.23,11.23.409.111,620,84,0,0,340,36,3,32,0.75,175,8,0.5,0,0,0,0,66,4.5,3.65,0.625,2048,0,87,44.75,16.5,0,0,142.5,1.0128
제드,S,34,87,141377,0.390804598,0.000615376,238,Zed,11.23,11.23.409.111,584,85,200,0,345,32,3.5,32,1.25,125,7,0.65,50,0,0,0,63,3.4,3.3,0.651,2029,200,91.5,53.25,18.05,50,0,120.8,1.0162
제이스,S,49,128,141377,0.3828125,0.000905381,126,Jayce,11.23,11.23.409.111,560,90,375,45,335,27,3.5,30,0.5,125,6,0.6,6,0.8,0,0,54,4.25,3,0.658,2090,1140,86.5,38.5,16.2,19.6,0,126.25,0.9936
야스오,S,55,144,141377,0.381944444,0.001018553,157,Yasuo,11.23,11.23.409.111,490,87,100,0,345,30,3.4,32,1.25,175,6.5,0.9,0,0,0,0,60,3,3.5,0.697,1969,100,87.8,53.25,21.8,0,0,111,1.1117
나서스,S,20,54,141377,0.37037037,0.000381957,75,Nasus,11.23,11.23.409.111,561,90,326,62,350,34,3.5,32,1.25,125,9,0.9,7.44,0.5,0,0,67,3.5,3.48,0.638,2091,1380,93.5,53.25,24.3,15.94,0,126.5,1.0154
베인,S,28,80,141377,0.35,0.000565863,67,Vayne,11.23,11.23.409.111,515,89,231.8,35,330,23,3.4,30,0.5,550,3.5,0.55,6.97,0.4,0,0,60,2.36,3.3,0.658,2028,826.8,80.8,38.5,12.85,13.77,0,100.12,1.0271
일라오이,S,18,52,141377,0.346153846,0.000367811,420,Illaoi,11.23,11.23.409.111,586,95,300,50,350,35,3.8,32,1.25,125,9.5,0.8,7.5,0.75,0,0,68,5,2.5,0.571,2201,1150,99.6,53.25,23.1,20.25,0,153,0.8137
이렐리아,S,19,59,141377,0.322033898,0.000417324,39,Irelia,11.23,11.23.409.111,520,110,350,50,335,36,3,28,1.25,200,8.5,0.85,8,0.8,0,0,65,4,2.5,0.656,2390,1200,87,49.25,22.95,21.6,0,133,0.9348
아지르,S,17,55,141377,0.309090909,0.000389031,268,Azir,11.23,11.23.409.111,552,92,480,21,335,19,3,30,0.5,525,7,0.75,8,0.8,0,0,52,2.8,3,0.625,2116,837,70,38.5,19.75,21.6,0,99.6,0.9437
루시안,S,17,71,141377,0.23943662,0.000502203,236,Lucian,11.23,11.23.409.111,571,86,348.88,38,335,28,3,30,0.5,500,3.75,0.65,8.18,0.7,0,0,62,2.3,3.3,0.638,2033,994.88,79,38.5,14.8,20.08,0,101.1,0.9959
사이온,M,34,55,129688,0.618181818,0.000424095,14,Sion,11.23,11.23.409.111,545,73,330,42,345,32,3,32,1.25,175,7.5,0.8,8,0.6,0,0,68,4,1.3,0.679,1786,1044,83,53.25,21.1,18.2,0,136,0.8291
문도 박사,M,63,107,129688,0.588785047,0.000825057,36,DrMundo,11.23,11.23.409.111,583,89,0,0,345,32,3,32,1.25,125,8,0.75,0,0,0,0,61,4.2,3.3,0.72,2096,0,83,53.25,20.75,0,0,132.4,1.1239
샤코,M,31,54,129688,0.574074074,0.000416384,35,Shaco,11.23,11.23.409.111,560,89,297,40,345,30,3.5,32,1.25,125,8.5,0.55,7.16,0.45,0,0,63,3,3,0.694,2073,977,89.5,53.25,17.85,14.81,0,114,1.0479
나서스,M,114,203,129688,0.561576355,0.001565295,75,Nasus,11.23,11.23.409.111,561,90,326,62,350,34,3.5,32,1.25,125,9,0.9,7.44,0.5,0,0,67,3.5,3.48,0.638,2091,1380,93.5,53.25,24.3,15.94,0,126.5,1.0154
릴리아,M,70,125,129688,0.56,0.000963852,876,Lillia,11.23,11.23.409.111,580,90,410,50,330,22,4,32,0.75,325,2.5,0.55,11.5,0.95,0,0,61,3.1,2.7,0.625,2110,1260,90,44.75,11.85,27.65,0,113.7,0.9119
그레이브즈,M,308,563,129688,0.547069272,0.004341188,104,Graves,11.23,11.23.409.111,555,92,325,40,340,33,3.4,32,1.25,425,8,0.7,8,0.7,0,0,68,4,2.6,0.475,2119,1005,90.8,53.25,19.9,19.9,0,136,0.6849
오른,M,128,234,129688,0.547008547,0.00180433,516,Ornn,11.23,11.23.409.111,590,95,340.6,65,335,33,4,32,1.25,175,9,0.9,8.01,0.6,0,0,69,3.5,2,0.625,2205,1445.6,101,53.25,24.3,18.21,0,128.5,0.8375
나르,M,31,57,129688,0.543859649,0.000439516,150,Gnar,11.23,11.23.409.111,510,65,100,0,335,32,2.5,30,0.5,175,4.5,1.75,0,0,0,0,57,3,6,0.625,1615,100,74.5,38.5,34.25,0,0,108,1.2625
오공,M,96,177,129688,0.542372881,0.001364814,62,MonkeyKing,11.23,11.23.409.111,540,85,300,65,345,31,3.5,28,1.25,175,2.5,0.65,8,0.65,0,0,68,3.5,3,0.711,1985,1405,90.5,49.25,13.55,19.05,0,127.5,1.0736
티모,M,324,601,129688,0.539101498,0.004634199,17,Teemo,11.23,11.23.409.111,528,90,334,20,330,24,3.75,30,0.5,500,5.5,0.65,9.6,0.45,0,0,54,3,3.38,0.69,2058,674,87.75,38.5,16.55,17.25,0,105,1.0865
가렌,M,318,591,129688,0.538071066,0.004557091,86,Garen,11.23,11.23.409.111,620,84,0,0,340,36,3,32,0.75,175,8,0.5,0,0,0,0,66,4.5,3.65,0.625,2048,0,87,44.75,16.5,0,0,142.5,1.0128
직스,M,165,307,129688,0.537459283,0.00236722,115,Ziggs,11.23,11.23.409.111,536,92,480,23.5,325,22,3.3,30,0.5,550,6.5,0.6,8,0.8,0,0,54,3.1,2,0.656,2100,879.5,78.1,38.5,16.7,21.6,0,106.7,0.879
럼블,M,105,196,129688,0.535714286,0.001511319,68,Rumble,11.23,11.23.409.111,589,85,100,0,345,31,3.5,28,0.75,125,8,0.6,0,0,0,0,61,3.2,1.85,0.644,2034,100,90.5,40.75,18.2,0,0,115.4,0.8465
브랜드,M,300,561,129688,0.534759358,0.004325766,63,Brand,11.23,11.23.409.111,520,88,469,21,340,22,3.5,30,0.5,550,5.5,0.55,10.67,0.6,0,0,57,3,1.36,0.625,2016,826,81.5,38.5,14.85,20.87,0,108,0.7695
케일,M,77,144,129688,0.534722222,0.001110357,10,Kayle,11.23,11.23.409.111,600,85,330,50,335,26,3,26,0.5,175,5,0.5,8,0.8,0,0,50,2.5,1.5,0.625,2045,1180,77,34.5,13.5,21.6,0,92.5,0.7844
말자하,M,399,747,129688,0.534136546,0.005759978,90,Malzahar,11.23,11.23.409.111,510,87,375,27.5,335,18,3.5,30,0.5,500,6,0.6,8,0.8,0,0,55,3,1.5,0.625,1989,842.5,77.5,38.5,16.2,21.6,0,106,0.7844
트린다미어,M,264,501,129688,0.526946108,0.003863118,23,Tryndamere,11.23,11.23.409.111,626,98,100,0,345,33,3.1,32,1.25,125,8.5,0.9,0,0,0,0,72,3.7,2.9,0.67,2292,100,85.7,53.25,23.8,0,0,134.9,1.0003
빅토르,M,529,1005,129688,0.526368159,0.007749368,112,Viktor,11.23,11.23.409.111,530,90,405,45,335,23,4,30,0.5,525,8,0.65,8,0.8,0,0,53,3,2.11,0.658,2060,1170,91,38.5,19.05,21.6,0,104,0.894
블라디미르,M,758,1451,129688,0.522398346,0.011188391,8,Vladimir,11.23,11.23.409.111,537,96,2,0,330,23,3.3,30,0.5,450,7,0.6,0,0,0,0,55,3,2,0.658,2169,2,79.1,38.5,17.2,0,0,106,0.8817
카르마,M,47,90,129688,0.522222222,0.000693973,43,Karma,11.23,11.23.409.111,534,95,374,50,335,28,3.8,30,0.5,525,5.5,0.55,13,0.5,0,0,51,3.3,2.3,0.625,2149,1224,92.6,38.5,14.85,21.5,0,107.1,0.8694
클레드,M,50,96,129688,0.520833333,0.000740238,240,Kled,11.23,11.23.409.111,340,70,100,0,345,35,4,28,1.25,125,6,0.75,0,0,0,0,65,3.5,3.5,0.625,1530,100,103,49.25,18.75,0,0,124.5,0.9969
요네,M,5351,10274,129688,0.520829278,0.079220899,777,Yone,11.23,11.23.409.111,550,85,500,0,345,28,3.4,32,1.25,175,7.5,0.75,0,0,0,0,60,2,3.5,0.625,1995,500,85.8,53.25,20.25,0,0,94,0.9969
워윅,M,38,73,129688,0.520547945,0.000562889,19,Warwick,11.23,11.23.409.111,550,85,280,35,335,33,3.2,32,1.25,125,4,0.75,7.47,0.58,0,0,65,3,2.3,0.638,1995,875,87.4,53.25,16.75,17.33,0,116,0.8875
초가스,M,94,181,129688,0.519337017,0.001395657,31,Chogath,11.23,11.23.409.111,574,80,270,60,345,38,3.5,32,1.25,125,9,0.85,7.2,0.45,0,0,69,4.2,1.44,0.625,1934,1290,97.5,53.25,23.45,14.85,0,140.4,0.778
야스오,M,6390,12308,129688,0.519174521,0.094904694,157,Yasuo,11.23,11.23.409.111,490,87,100,0,345,30,3.4,32,1.25,175,6.5,0.9,0,0,0,0,60,3,3.5,0.697,1969,100,87.8,53.25,21.8,0,0,111,1.1117
일라오이,M,102,197,129688,0.517766497,0.00151903,420,Illaoi,11.23,11.23.409.111,586,95,300,50,350,35,3.8,32,1.25,125,9.5,0.8,7.5,0.75,0,0,68,5,2.5,0.571,2201,1150,99.6,53.25,23.1,20.25,0,153,0.8137
세트,M,693,1340,129688,0.517164179,0.01033249,875,Sett,11.23,11.23.409.111,600,93,0,0,340,33,4,32,1.25,125,7,0.5,0,0,0,0,60,4,1.75,0.625,2181,0,101,53.25,15.5,0,0,128,0.8109
트리스타나,M,133,258,129688,0.515503876,0.00198939,18,Tristana,11.23,11.23.409.111,559,88,250,32,325,26,3,30,0.5,525,3.75,0.65,7.2,0.45,0,0,59,3.3,1.5,0.656,2055,794,77,38.5,14.8,14.85,0,115.1,0.8233
피즈,M,830,1612,129688,0.514888337,0.012429832,105,Fizz,11.23,11.23.409.111,570,98,317,37,335,22,3.4,32,1.25,175,8,0.7,6,0.8,0,0,58,3,3.1,0.658,2236,946,79.8,53.25,19.9,19.6,0,109,1.0048
애니비아,M,400,777,129688,0.514800515,0.005991302,34,Anivia,11.23,11.23.409.111,480,82,495,45,325,21,4,30,0.5,600,5.5,0.55,8,0.8,0,0,51,3.2,1.68,0.625,1874,1260,89,38.5,14.85,21.6,0,105.4,0.8035
제라스,M,819,1591,129688,0.514770585,0.012267905,101,Xerath,11.23,11.23.409.111,526,92,459,22,340,22,3.5,30,0.5,525,5.5,0.55,8,0.8,0,0,55,3,1.36,0.625,2090,833,81.5,38.5,14.85,21.6,0,106,0.7695
카밀,M,79,154,129688,0.512987013,0.001187465,164,Camille,11.23,11.23.409.111,576,85,339,52,340,35,3.8,32.1,1.25,125,8.5,0.8,8.15,0.75,0,0,68,3.5,2.5,0.644,2021,1223,99.6,53.35,22.1,20.9,0,127.5,0.9177
베이가,M,722,1412,129688,0.511331445,0.010887669,45,Veigar,11.23,11.23.409.111,505,94,490,26,340,23,3.75,32,0.5,550,6.5,0.6,8,0.8,0,0,52,2.7,2.24,0.625,2103,932,86.75,40.5,16.7,21.6,0,97.9,0.863
바이,M,160,313,129688,0.511182109,0.002413485,254,Vi,11.23,11.23.409.111,585,85,295,65,340,30,3.5,32,1.25,125,10,1,8,0.65,0,0,63,3,2,0.644,2030,1400,89.5,53.25,27,19.05,0,114,0.863
마스터 이,M,193,380,129688,0.507894737,0.002930109,11,MasterYi,11.23,11.23.409.111,599,92,251,42,355,33,3,32,1.25,125,7.5,0.65,7.26,0.45,0,0,66,3,2,0.679,2163,965,84,53.25,18.55,14.91,0,117,0.9099
말파이트,M,686,1352,129688,0.50739645,0.01042502,54,Malphite,11.23,11.23.409.111,574,90,280,60,335,37,3.75,28,1.25,125,7,0.55,7.32,0.55,0,0,62,4,3.4,0.736,2104,1300,100.75,49.25,16.35,16.67,0,130,1.1614
이렐리아,M,2466,4865,129688,0.50688592,0.037513108,39,Irelia,11.23,11.23.409.111,520,110,350,50,335,36,3,28,1.25,200,8.5,0.85,8,0.8,0,0,65,4,2.5,0.656,2390,1200,87,49.25,22.95,21.6,0,133,0.9348
애니,M,370,730,129688,0.506849315,0.005628894,1,Annie,11.23,11.23.409.111,524,88,418,25,335,19,4,30,0.5,625,5.5,0.55,8,0.8,0,0,50,2.63,1.36,0.579,2020,843,87,38.5,14.85,21.6,0,94.71,0.7129
리븐,M,153,302,129688,0.506622517,0.002328666,92,Riven,11.23,11.23.409.111,560,86,0,0,340,33,3.2,32,1.25,125,8.5,0.5,0,0,0,0,64,3,3.5,0.625,2022,0,87.4,53.25,17,0,0,115,0.9969
모데카이저,M,180,356,129688,0.505617978,0.00274505,82,Mordekaiser,11.23,11.23.409.111,575,90,100,0,335,37,3,32,1.25,175,5,0.75,0,0,0,0,61,4,1,0.625,2105,100,88,53.25,17.75,0,0,129,0.7312
벨코즈,M,110,218,129688,0.504587156,0.001680957,161,Velkoz,11.23,11.23.409.111,520,88,469,21,340,22,3.5,30,0.5,525,5.5,0.55,8,0.8,0,0,55,3.1416,1.36,0.625,2016,826,81.5,38.5,14.85,21.6,0,108.4072,0.7695
세라핀,M,86,171,129688,0.502923977,0.001318549,147,Seraphine,11.23,11.23.409.111,500,90,440,40,325,19,3,30,0.5,525,6.5,0.6,8,1,0,0,55,3,1,0.669,2030,1120,70,38.5,16.7,25,0,106,0.7827
아크샨,M,750,1492,129688,0.502680965,0.011504534,166,Akshan,11.23,11.23.409.111,560,90,350,40,330,26,3,30,0.5,500,3.75,0.65,8.175,0.7,0,0,52,3.5,4,0.638,2090,1030,77,38.5,14.8,20.075,0,111.5,1.0718
오리아나,M,380,758,129688,0.501319261,0.005844797,61,Orianna,11.23,11.23.409.111,530,91,418,25,325,17,3,26,0.5,525,7,0.55,8,0.8,0,0,40,2.6,3.5,0.658,2077,843,68,34.5,16.35,21.6,0,84.2,1.0495
럭스,M,2055,4101,129688,0.501097293,0.031622047,99,Lux,11.23,11.23.409.111,490,85,480,23.5,330,19,4,30,0.5,550,5.5,0.55,8,0.8,0,0,54,3.3,2,0.669,1935,879.5,87,38.5,14.85,21.6,0,110.1,0.8965
갈리오,M,720,1437,129688,0.501043841,0.011080439,3,Galio,11.23,11.23.409.111,562,112,500,40,335,24,3.5,32,1.25,150,8,0.8,9.5,0.7,0,0,59,3.5,1.5,0.625,2466,1180,83.5,53.25,21.6,21.4,0,118.5,0.7844
파이크,M,539,1077,129688,0.500464253,0.008304546,555,Pyke,11.23,11.23.409.111,600,90,415,50,330,45,3.5,32,1.25,150,7,0.5,8,1,0,0,62,2,2.5,0.667,2130,1265,104.5,53.25,15.5,25,0,96,0.9505
아칼리,M,3832,7667,129688,0.499804356,0.059118808,84,Akali,11.23,11.23.409.111,500,105,200,0,345,23,3.5,37,1.25,125,9,0.9,50,0,0,0,62,3.3,3.2,0.625,2285,200,82.5,58.25,24.3,50,0,118.1,0.965
벡스,M,2410,4823,129688,0.49968899,0.037189254,711,Vex,11.23,11.23.409.111,520,90,490,32,335,23,3.25,28,0.5,550,6.5,0.6,6,0.8,0,0,54,2.75,1,0.669,2050,1034,78.25,36.5,16.7,19.6,0,100.75,0.7827
에코,M,646,1294,129688,0.499227202,0.009977793,245,Ekko,11.23,11.23.409.111,585,85,280,70,340,32,3,32,1.25,125,9,0.9,7,0.8,0,0,58,3,3.3,0.688,2030,1470,83,53.25,24.3,20.6,0,109,1.074
리산드라,M,314,630,129688,0.498412698,0.004857813,127,Lissandra,11.23,11.23.409.111,550,90,475,30,325,22,3.7,30,0.5,550,7,0.55,8,0.4,0,0,55,2.7,1.36,0.656,2080,985,84.9,38.5,16.35,14.8,0,100.9,0.8077
판테온,M,854,1714,129688,0.498249708,0.013216335,80,Pantheon,11.23,11.23.409.111,580,95,317.12,31,345,40,3.75,28,1.25,175,9,0.65,7.36,0.45,0,0,64,3.3,2.95,0.644,2195,844.12,103.75,49.25,20.05,15.01,0,120.1,0.967
카사딘,M,743,1492,129688,0.497989276,0.011504534,38,Kassadin,11.23,11.23.409.111,576,105,400,87,335,19,2.8,30,0.5,150,6,0.5,6,0.8,0,0,59,3.9,3.7,0.64,2361,1879,66.6,38.5,14.5,19.6,0,125.3,1.0426
르블랑,M,3059,6149,129688,0.497479265,0.047413793,7,Leblanc,11.23,11.23.409.111,528,97,334,50,340,22,3.5,30,0.5,525,7.5,0.55,6,0.8,0,0,55,3.5,1.4,0.625,2177,1184,81.5,38.5,16.85,19.6,0,114.5,0.7737
사일러스,M,3747,7536,129688,0.497213376,0.058108692,517,Sylas,11.23,11.23.409.111,525,115,310,70,340,27,4,32,1.75,175,9,0.9,8,0.8,0,0,61,3,3.5,0.645,2480,1500,95,61.75,24.3,21.6,0,112,1.0288
코르키,M,86,173,129688,0.497109827,0.001333971,42,Corki,11.23,11.23.409.111,518,87,350,54,325,28,3.5,30,0.5,550,5.5,0.55,7.42,0.55,0,0,55,2.5,2.3,0.638,1997,1268,87.5,38.5,14.85,16.77,0,97.5,0.8875
카타리나,M,2032,4118,129688,0.493443419,0.031753131,55,Katarina,11.23,11.23.409.111,602,94,0,0,335,28,3.5,32,1.25,125,7.5,0.7,0,0,0,0,58,3.2,2.74,0.658,2200,0,87.5,53.25,19.4,0,0,112.4,0.9645
그웬,M,70,142,129688,0.492957746,0.001094936,887,Gwen,11.23,11.23.409.111,550,90,330,40,340,39,4,32,1.25,150,8.5,0.55,7.5,0.7,0,0,63,3,2.25,0.69,2080,1010,107,53.25,17.85,19.4,0,114,0.9539
모르가나,M,196,399,129688,0.49122807,0.003076615,25,Morgana,11.23,11.23.409.111,560,90,340,60,335,25,3.8,30,0.5,450,5.5,0.4,11,0.4,0,0,56,3.5,1.53,0.625,2090,1360,89.6,38.5,12.3,17.8,0,115.5,0.7876
다이애나,M,477,972,129688,0.490740741,0.007494911,131,Diana,11.23,11.23.409.111,570,95,375,25,345,31,3.1,32,1.25,150,6.5,0.85,8,0.8,0,0,57,3,2.25,0.625,2185,800,83.7,53.25,20.95,21.6,0,108,0.8641
누누와 윌럼프,M,185,378,129688,0.489417989,0.002914688,20,Nunu,11.23,11.23.409.111,540,82,280,42,345,29,3,32,1.25,125,5,0.8,7,0.5,0,0,61,3,2.25,0.625,1934,994,80,53.25,18.6,15.5,0,112,0.8641
케넨,M,124,254,129688,0.488188976,0.001958547,85,Kennen,11.23,11.23.409.111,541,84,200,0,335,29,3.75,30,0.5,550,5.5,0.65,50,0,0,0,48,3.75,3.4,0.625,1969,200,92.75,38.5,16.55,50,0,111.75,0.9862
자이라,M,40,82,129688,0.487804878,0.000632287,143,Zyra,11.23,11.23.409.111,504,79,418,25,340,29,3,30,0.5,575,5.5,0.5,13,0.4,0,0,53,3.2,2.11,0.625,1847,843,80,38.5,14,19.8,0,107.4,0.8492
아리,M,1423,2918,129688,0.487662783,0.022500154,103,Ahri,11.23,11.23.409.111,526,92,418,25,330,21,3.5,30,0.5,550,5.5,0.6,8,0.8,0,0,53,3,2,0.668,2090,843,80.5,38.5,15.7,21.6,0,104,0.8951
레넥톤,M,481,988,129688,0.486842105,0.007618284,58,Renekton,11.23,11.23.409.111,590,92,100,0,345,35,4,32,1.25,125,8,0.75,0,0,0,0,69,3.75,2.75,0.665,2154,100,103,53.25,20.75,0,0,132.75,0.9759
비에고,M,286,590,129688,0.484745763,0.00454938,234,Viego,11.23,11.23.409.111,560,95,10000,0,345,34,4,32,1.25,200,7,0.7,0,0,0,0,57,3.5,2.5,0.658,2175,10000,102,53.25,18.9,0,0,116.5,0.9377
니코,M,394,814,129688,0.484029484,0.006276602,518,Neeko,11.23,11.23.409.111,540,90,450,30,340,21,4,30,0.5,550,7.5,0.75,7,0.7,0,0,48,2.5,3.5,0.625,2070,960,89,38.5,20.25,18.9,0,90.5,0.9969
자크,M,29,60,129688,0.483333333,0.000462649,154,Zac,11.23,11.23.409.111,615,95,0,0,340,33,3.5,32,1.25,175,8,0.5,0,0,0,0,60,3.4,1.6,0.736,2230,0,92.5,53.25,16.5,0,0,117.8,0.9362
신지드,M,114,236,129688,0.483050847,0.001819752,27,Singed,11.23,11.23.409.111,580,85,330,45,345,34,3.5,32,1.25,125,9.5,0.55,7.5,0.55,0,0,63,3.38,1.9,0.613,2025,1095,93.5,53.25,18.85,16.85,0,120.46,0.811
세나,M,27,56,129688,0.482142857,0.000431806,235,Senna,11.23,11.23.409.111,520,75,350,45,330,28,3.5,30,0.5,600,3.5,0.55,11.5,0.4,0,0,50,0,4,0.625,1795,1115,87.5,38.5,12.85,18.3,0,50,1.05
트위스티드 페이트,M,969,2011,129688,0.481849826,0.015506446,4,TwistedFate,11.23,11.23.409.111,534,94,333,39,330,21,3.15,30,0.5,525,5.5,0.6,8,0.8,0,0,52,3.3,3.22,0.651,2132,996,74.55,38.5,15.7,21.6,0,108.1,1.0074
잭스,M,76,158,129688,0.481012658,0.001218309,24,Jax,11.23,11.23.409.111,593,85,339,52,350,36,3,32,1.25,125,8.5,0.55,7.58,0.7,0,0,68,4.25,3.4,0.638,2038,1223,87,53.25,17.85,19.48,0,140.25,1.0068
신드라,M,697,1452,129688,0.480027548,0.011196101,134,Syndra,11.23,11.23.409.111,523,90,480,40,330,25,3.4,30,0.5,550,6.5,0.6,8,0.8,0,0,54,2.9,2,0.625,2053,1160,82.8,38.5,16.7,21.6,0,103.3,0.8375
제드,M,3597,7497,129688,0.479791917,0.05780797,238,Zed,11.23,11.23.409.111,584,85,200,0,345,32,3.5,32,1.25,125,7,0.65,50,0,0,0,63,3.4,3.3,0.651,2029,200,91.5,53.25,18.05,50,0,120.8,1.0162
피오라,M,73,153,129688,0.477124183,0.001179754,114,Fiora,11.23,11.23.409.111,550,85,300,60,345,33,3.5,32,1.25,150,8.5,0.55,8,0.7,0,0,68,3.3,3.2,0.69,1995,1320,92.5,53.25,17.85,19.9,0,124.1,1.0654
리 신,M,134,281,129688,0.476868327,0.002166739,64,LeeSin,11.23,11.23.409.111,575,85,200,0,345,36,3.7,32,1.25,125,7.5,0.7,50,0,0,0,68,3.7,3,0.651,2020,200,98.9,53.25,19.4,50,0,130.9,0.983
아지르,M,344,722,129688,0.476454294,0.005567207,268,Azir,11.23,11.23.409.111,552,92,480,21,335,19,3,30,0.5,525,7,0.75,8,0.8,0,0,52,2.8,3,0.625,2116,837,70,38.5,19.75,21.6,0,99.6,0.9437
우르곳,M,50,105,129688,0.476190476,0.000809635,6,Urgot,11.23,11.23.409.111,585,88,340,45,330,36,4.25,32,1.25,350,7.5,0.7,7.25,0.8,0,0,63,4,3.75,0.625,2081,1105,108.25,53.25,19.4,20.85,0,131,1.0234
진,M,66,139,129688,0.474820144,0.001071803,202,Jhin,11.23,11.23.409.111,585,93,300,50,330,24,3.5,30,0.5,550,3.75,0.55,6,0.8,0,0,59,4.7,0,0.625,2166,1150,83.5,38.5,13.1,19.6,0,138.9,0.625
스웨인,M,96,203,129688,0.472906404,0.001565295,50,Swain,11.23,11.23.409.111,525,85,468,28.5,325,23,4,30,0.5,525,7,0.65,8,0.8,0,0,58,2.7,2.11,0.625,1970,952.5,91,38.5,18.05,21.6,0,103.9,0.8492
라이즈,M,1045,2211,129688,0.472636816,0.017048609,13,Ryze,11.23,11.23.409.111,575,110,300,70,340,22,3,36,0.5,550,8,0.8,8,1,0,0,58,3,2.112,0.625,2445,1490,73,44.5,21.6,25,0,109,0.8494
탐 켄치,M,49,104,129688,0.471153846,0.000801925,223,TahmKench,11.23,11.23.409.111,570,95,325,50,335,42,3.5,32,1.25,175,6.5,0.55,8,1,0,0,56,3.2,2.5,0.658,2185,1175,101.5,53.25,15.85,25,0,110.4,0.9377
카서스,M,39,83,129688,0.469879518,0.000639998,30,Karthus,11.23,11.23.409.111,550,87,467,30.5,335,18,3.5,30,0.5,450,6.5,0.55,8,0.8,0,0,46,3.25,2.11,0.625,2029,985.5,77.5,38.5,15.85,21.6,0,101.25,0.8492
아펠리오스,M,31,66,129688,0.46969697,0.000508914,523,Aphelios,11.23,11.23.409.111,530,88,348,42,325,28,3,30,0.5,550,3.25,0.55,6.5,0.4,0,0,55,3,2.1,0.64,2026,1062,79,38.5,12.6,13.3,0,106,0.8685
아우렐리온 솔,M,138,294,129688,0.469387755,0.002266979,136,AurelionSol,11.23,11.23.409.111,575,92,350,50,325,19,3.6,30,0.5,550,7,0.6,6,0.8,0,0,57,3.2,1.36,0.625,2139,1200,80.2,38.5,17.2,19.6,0,111.4,0.7695
조이,M,979,2092,129688,0.467973231,0.016131022,142,Zoe,11.23,11.23.409.111,560,92,425,25,340,21,3.5,30,0.5,550,6.5,0.6,8,0.65,0,0,58,3.3,2.5,0.625,2124,850,80.5,38.5,16.7,19.05,0,114.1,0.8906
베인,M,211,452,129688,0.466814159,0.003485288,67,Vayne,11.23,11.23.409.111,515,89,231.8,35,330,23,3.4,30,0.5,550,3.5,0.55,6.97,0.4,0,0,60,2.36,3.3,0.658,2028,826.8,80.8,38.5,12.85,13.77,0,100.12,1.0271
룰루,M,35,75,129688,0.466666667,0.000578311,117,Lulu,11.23,11.23.409.111,525,74,350,55,330,29,3.7,30,0.5,550,6,0.6,11,0.6,0,0,47,2.6,2.25,0.625,1783,1285,91.9,38.5,16.2,21.2,0,91.2,0.8641
니달리,M,28,60,129688,0.466666667,0.000462649,76,Nidalee,11.23,11.23.409.111,570,95,295,45,335,28,3.5,30,0.5,525,6,0.6,6,0.8,0,0,58,3.5,3.22,0.638,2185,1060,87.5,38.5,16.2,19.6,0,117.5,0.9872
퀸,M,40,86,129688,0.465116279,0.00066313,133,Quinn,11.23,11.23.409.111,533,85,269,35,335,28,3.5,30,0.5,525,5.5,0.55,6.97,0.4,0,0,59,2.4,3.1,0.668,1978,864,87.5,38.5,14.85,13.77,0,99.8,1.02
하이머딩거,M,181,390,129688,0.464102564,0.003007217,74,Heimerdinger,11.23,11.23.409.111,488,87,385,20,340,19,3,30,0.5,550,7,0.55,8,0.8,0,0,56,2.7,1.36,0.625,1967,725,70,38.5,16.35,21.6,0,101.9,0.7695
탈론,M,1711,3688,129688,0.463937093,0.028437481,91,Talon,11.23,11.23.409.111,588,95,377.2,37,335,30,3.5,39,1.25,125,8.5,0.75,7.6,0.8,0,0,68,3.1,2.9,0.625,2203,1006.2,89.5,60.25,21.25,21.2,0,120.7,0.9331
카시오페아,M,311,671,129688,0.463487332,0.005173956,69,Cassiopeia,11.23,11.23.409.111,560,90,350,60,328,18,3.5,32,0.5,550,5.5,0.5,8,0.8,0,0,53,3,1.5,0.647,2090,1370,77.5,40.5,14,21.6,0,104,0.812
녹턴,M,145,313,129688,0.463258786,0.002413485,56,Nocturne,11.23,11.23.409.111,585,85,275,35,345,38,3.5,32,0.75,125,7,0.75,7,0.45,0,0,62,3.1,2.7,0.721,2030,870,97.5,44.75,19.75,14.65,0,114.7,1.0519
루시안,M,467,1015,129688,0.460098522,0.007826476,236,Lucian,11.23,11.23.409.111,571,86,348.88,38,335,28,3,30,0.5,500,3.75,0.65,8.18,0.7,0,0,62,2.3,3.3,0.638,2033,994.88,79,38.5,14.8,20.08,0,101.1,0.9959
